Document,Topic,Topic_Label,Probability
"Connection to earlier generations. Attachment increases. A change in perspec- tive from link to chain ensues. The important thing is not the individual life (link), but rather the stream of life (chain).",58,Transcended,1.0
Life and death. The fear of death disappears and a new comprehension of life and death results.,73,Fear,1.0
Mystery in life. The mystery dimension in life is accepted.,100,Mystery,1.0
"Rejoicing. From grand events to subtle experiences. The joy of experiencing the macrocosm through the microcosm materializes, not infrequently related to experiences in nature.",16,Rejoicing,1.0
The Dimension of the Self,62,Scales,0.8507885616516453
Self-confrontation. The discovery of hidden aspects of the self—both good and bad—occurs.,40,Self,0.7762612433187377
"Decrease in self-centeredness. Removal of the self from the center of one’s universe may eventuate. However, if self-esteem from beginning is low, it may instead be a question of struggling to establish a level of confidence that feels appropriate.",59,Oneself,1.0
"Development of body-transcendence. Taking care of the body continues, but the individual is not obsessed with it.",96,Transcendence,1.0
Self-transcendence. A shift may occur from egoism to altruism. This may be a special matter for men.,135,Altruism,1.0
"Ego-integrity. The individual realizes that the pieces of life’s jigsaw puzzle form a wholeness. This may be a delicate state, demanding tranquility and solitude.",98,Integrity,0.9677303945485726
The Dimension of Social and Personal Relationships,66,Social,1.0
"Changed meaning and importance of relations. One becomes more selective and less interested in superficial relations, exhibiting an increasing need for periods of solitude.",76,Solitude,1.0
